name,country_codes,countries
NAOMI INVESTMENTS LTD.,RUS,Russia
KORA TRADING INC.,RUS,Russia
VECTOR FINANCE LTD.,RUS,Russia
VAST MERCHANTS LTD.,RUS,Russia
ROHDE INC.,RUS,Russia
NEXT WAVE GROUP INC.,RUS,Russia
TRETT GROUP LTD.,RUS,Russia
SKY GROUP S.A.,RUS,Russia
KONSERVATORIA FINANCIAL CORPORATION,RUS,Russia
GALLANT PACIFIC LIMITED,RUS,Russia
TRAFFI INC.,RUS,Russia
INDUSTRY OF PROGRESS LTD.,RUS,Russia
ZEITGEIST SATELLITE COMPANY LTD.,RUS,Russia
ZHUKOVSKIY M.B.P. S.A.,RUS,Russia
JAYMAN LIMITED,RUS,Russia
GOTTHARD INTERNATIONAL INVESTMENTS LTD.,RUS,Russia
DEGROOF CREDITS INSTITUTE LTD.,RUS,Russia
DENNY INC.,RUS,Russia
JOLEMEND FINANCIAL LTD.,RUS,Russia
GLOB'S INTERNATIONAL LIMITED,RUS,Russia
EDUTOYS LIMITED,RUS,Russia
MACNAIR IMPEX INC.,RUS,Russia
DIGGLE IMPEX LTD.,RUS,Russia
ROURKE GROUP INC.,RUS,Russia
EUROPA GROUP TRADING LIMITED,RUS,Russia
J.B.I. LIMITED,RUS,Russia
"YOLAND FUNDS, INC.",RUS,Russia
ULTRALUX INVESTMENTS INC.,RUS,Russia
HUNTLEY OVERSEAS LIMITED,RUS,Russia
EASTFINANZ LTD.,RUS,Russia
DRESDEN FINANZ LTD.,RUS,Russia
STANDARD CREDIT GROUP LTD.,RUS,Russia
COLIN TRADING CORPORATION,RUS,Russia
MAURI IMPEX INC.,RUS,Russia
INVOSHIRE INVESTMENTS LTD.,RUS,Russia
CHEATLE IMPEX INC.,RUS,Russia
BAYLIS HOLDINGS S.A.,RUS,Russia
BLAKISTON MANAGEMENT LTD.,RUS,Russia
MENVIC HOLDINGS S.A.,RUS,Russia
JORDAN FINANCIAL CORPORATION,RUS,Russia
LYTTELTON HOLDINGS LTD.,RUS,Russia
BRUCE CONSULTANTS INC.,RUS,Russia
EMILIANO CREDIT GROUP LTD.,RUS,Russia
ROMETEX LTD.,RUS,Russia
Neostyle S.A.,RUS,Russia
RUGGLES CORPORATION,RUS,Russia
GODIVAR IMPEX S.A.,RUS,Russia
STARLEY COSMOS TRADING LTD.,RUS,Russia
ALEX TRADE CORPORATION,RUS,Russia
UP ENTERPRISES COMPANY INC.,RUS,Russia
BONOMELLI S.A.,RUS,Russia
CADORET IMPEX INC.,RUS,Russia
KGL-SYSTEMS CORPORATION,RUS,Russia
WEST ACTION CORPORATION,RUS,Russia
ALEX GROUP INC.,RUS,Russia
JCM INVESTMENT CORPORATION,RUS,Russia
EMRYS INVESTMENTS LIMITED,RUS,Russia
ORBITEL IMPEX LTD.,RUS,Russia
ENPRO IMPEX LTD.,RUS,Russia
PARKER PROMOTIONS S.A.,RUS,Russia
CROSSFORD FINANCE CORP.,RUS,Russia
ZOLVIER SECURITIES S.A.,RUS,Russia
RESOURCE MANAGEMENT GROUP INCORPORATED,RUS,Russia
SAWMILL TRADING LTD.,RUS,Russia
TRADE STAR CORPORATION,RUS,Russia
OLBAN TRADING S.A.,RUS,Russia
WEST GROUP CORP.,RUS,Russia
METALS RESOURCES INCORPORATED,RUS,Russia
ADRIANO ASSOCIATES S.A.,RUS,Russia
PROLINE S.A.,RUS,Russia
PORTO INVESTMENTS S.A.,RUS,Russia
HIG MANAGEMENT LTD.,RUS,Russia
ELINVEST LTD.,RUS,Russia
METALINVEST MANAGEMENT CORPORATION,RUS,Russia
SANIX COMPANY LIMITED,RUS,Russia
DIAN FACTOR CORP.,RUS,Russia
HIGH STANDARD TRADING COMPANY LTD.,RUS,Russia
WEALD ENTERPRISES LTD.,RUS,Russia
GARWOOD CORPORATION,RUS,Russia
TECHNO CITY INVESTMENTS LTD.,RUS,Russia
"GS SECURITY & PROMOTIONAL PRODUCTS, INC.",RUS,Russia
EVRO-MARKET CLUB CORPORATION,RUS,Russia
PETROTIM INVESTMENTS INC.,RUS,Russia
CARLINA CORP.,RUS,Russia
TRADELUCK PROPERTIES LIMITED,RUS,Russia
BRITANNIC FINANCIAL HOLDING LIMITED,RUS,Russia
V.I.T. CO. LTD.,RUS,Russia
WERKTAG LIMITED,RUS,Russia
GUNARD CORPORATION,RUS,Russia
KOVAK GROUP LTD.,RUS,Russia
MELISA TRADING INC.,RUS,Russia
"SCN GROUP, INC.",RUS,Russia
HALIFAX COMMERCIAL LTD.,RUS,Russia
WELLER CAPITAL LIMITED,RUS,Russia
MAVIC TROL COMPANY LIMITED,RUS,Russia
RTC INTERNATIONAL LIMITED,RUS,Russia
NORIS TRADING CORPORATION,RUS,Russia
RUBIS TRADING INC.,RUS,Russia
LANSDALE TRADING LIMITED,RUS,Russia
TILDEN TRADING LTD.,RUS,Russia
CALVERT IMPEX S.A.,RUS,Russia
ZERO TECHNO COMPANY LTD.,RUS,Russia
GAINS GROUP LTD.,RUS,Russia
DGM INTERNATIONAL LTD.,RUS,Russia
LINFART CORP.,RUS,Russia
HAXBY INC.,RUS,Russia
BOLLAG HOLDINGS LTD.,RUS,Russia
GRANDEX CORPORATION,RUS,Russia
K-MARKETING & INVESTMENT INC.,RUS,Russia
SPECIAL STROY TRADING CO. LTD.,RUS,Russia
GRANDWISER LIMITED,RUS,Russia
RAKANO S.A.,RUS,Russia
SGD LIMITED,RUS,Russia
SOLO STILE CORPORATION,RUS,Russia
BERING GROUP INC.,RUS,Russia
FONTAINE ASSOCIATES S.A.,RUS,Russia
ROLLFORM INC.,RUS,Russia
MALTEX COMPANY LIMITED,RUS,Russia
"PACIFIC MAINCRAFT BUSINESS, CORP.",RUS,Russia
AVISON ASSET MANAGEMENT LIMITED,RUS,Russia
PIRANT LIMITED,RUS,Russia
CALISTA TRADE LTD.,RUS,Russia
HEATON TRADING LTD.,RUS,Russia
ORIENTAL OIL & GAZ CORPORATION,RUS,Russia
ORIENTAL COSMETICS LTD.,RUS,Russia
VIRGO IMPEX LIMITED,RUS,Russia
"ASTRA GLOBAL BUSINESS, INC.",RUS,Russia
GENERAL CHEMICAL CORPORATION,RUS,Russia
UNICOM ADVANCED GROUP LTD.,RUS,Russia
NORROIL TRADING LTD.,RUS,Russia
FIRST TRANS INTERNATIONAL INC.,RUS,Russia
RAMSAY IMPEX S.A.,RUS,Russia
ANTEKS TRADING LTD,RUS,Russia
INTRADEX INVESTMENTS INC.,RUS,Russia
AMBER IMPEX CORPORATION,RUS,Russia
RYKO IMPEX LTD.,RUS,Russia
VITAFIN LIMITED,RUS,Russia
YANA AIRLINES INC.,RUS,Russia
LENNON INTERNATIONAL CORP.,RUS,Russia
LONERO INVESTMENTS INC.,RUS,Russia
KUMAR IMPEX INC.,RUS,Russia
ANDREAS TRADING INC.,RUS,Russia
BUJEUR INC.,RUS,Russia
ZEUDER COMPANY LTD.,RUS,Russia
CHANON GROUP LTD.,RUS,Russia
KILSTON WORLDWIDE LTD.,RUS,Russia
LISTER MERCHANTS LTD.,RUS,Russia
HABARI SERVICES LIMITED,RUS,Russia
"CONCERN ""ROSGAS"" S.A.",RUS,Russia
MARKEY LIMITED,RUS,Russia
"AVER GROUP INVEST, CORP.",RUS,Russia
FINCHLEY FINANCIAL LTD.,RUS,Russia
D'ALTON MARK COMPANY LTD.,RUS,Russia
MACHON GROUP LTD.,RUS,Russia
ORLION GROUP LTD.,RUS,Russia
ZIM GROUP LIMITED,RUS,Russia
LINCOLN INDUSTRY CORP.,RUS,Russia
ERGO IMPEX LTD.,RUS,Russia
EILBECK TRADING LIMITED,RUS,Russia
PETERSON GROUP CAPITAL LIMITED,RUS,Russia
ELFO CORPORATION,RUS,Russia
FTP CONSULTING LIMITED,RUS,Russia
NAIRO MARKETING LTD.,RUS,Russia
EBK CORPORATION LTD.,RUS,Russia
TRAVERS INDUSTRIAL INC.,RUS,Russia
MAYSTAR MANAGEMENT LTD.,RUS,Russia
RAIF MANAGEMENT LTD.,RUS,Russia
CLOVE CORPORATION,RUS,Russia
AVS LTD.,RUS,Russia
WISANA IMPEX S.A.,RUS,Russia
BOTOKOMA LTD.,RUS,Russia
AT&P GROUP INC.,RUS,Russia
LORA MERCHANTS CORPORATION,RUS,Russia
LINDSAY IMPEX LIMITED,RUS,Russia
LINDEL LTD.,RUS,Russia
WESTOCK PARTNERSHIP LTD.,RUS,Russia
BRANDER TRADING LTD.,RUS,Russia
VESTA FINANCIAL GLOBAL LTD.,RUS,Russia
"TOMLEX, INC.",RUS,Russia
MYERS HARDY CORP.,RUS,Russia
ADEM GMBH LTD.,RUS,Russia
SKS GROUP INC.,RUS,Russia
EASTOCK PARTNERSHIP LTD.,RUS,Russia
ITEM-TRADING CENTER LTD.,RUS,Russia
MAIRS INC.,RUS,Russia
BTI TRUST GROUP LTD.,RUS,Russia
D'EON TRADING INC.,RUS,Russia
KVL MANAGEMENT LTD.,RUS,Russia
PRIMAX FINANCE INTERNATIONAL LTD.,RUS,Russia
TUNEX CORPORATION,RUS,Russia
ELBRUS ENTERPRISE INC.,RUS,Russia
MAIRA MANAGEMENT LTD.,RUS,Russia
DILTERIS LTD.,RUS,Russia
EMPORIUM IMPEX CORPORATION,RUS,Russia
ANTARIS PETROLEUM LTD.,RUS,Russia
ERNST MANAGEMENT INC.,RUS,Russia
PEYMAN INVESTMENTS INC.,RUS,Russia
EXPOGRAND LTD.,RUS,Russia
FOREST MOON INTERNATIONAL LTD.,RUS,Russia
PAVO GROUP S.A.,RUS,Russia
LENNARD CORPORATION,RUS,Russia
PLATTEN PACIFIC S.A.,RUS,Russia
ELTHAM ASSOCIATES INC.,RUS,Russia
BETA GROUP LTD.,RUS,Russia
DEROX INC.,RUS,Russia
ROLLS IMPEX LIMITED,RUS,Russia
LABROSSE INC.,RUS,Russia
CAVENDISH INTERNATIONAL DEVELOPMENTS LIMITED,RUS,Russia
HAYNE CORPORATION,RUS,Russia
CARVING TRADING INC.,RUS,Russia
MILAGRO FOOD INDUSTRIES LTD.,RUS,Russia
RANGER GROUP LIMITED,RUS,Russia
RUSRAIL LTD.,RUS,Russia
TRANSSIBERIAN INTERMODAL SERVICE LTD.,RUS,Russia
NOCTON GROUP S.A.,RUS,Russia
ECONOLITE S.A.,RUS,Russia
REMITAL CORPORATION,RUS,Russia
HAMBLETT S.A.,RUS,Russia
CAIMAN TRADING S.A.,RUS,Russia
RODNEY IMPEX CORPORATION,RUS,Russia
ENERGOTRADE CENTER LTD.,RUS,Russia
ELF GROUP LTD.,RUS,Russia
FINSEIN LTD.,RUS,Russia
GAE LTD.,RUS,Russia
GLOBUS CORPORATION,RUS,Russia
ABN CORPORATION,RUS,Russia
LATILLA IMPEX S.A.,RUS,Russia
DEWAR IMPEX INC.,RUS,Russia
GTM HOLDING LIMITED,RUS,Russia
FORTES CORPORATION,RUS,Russia
DC ENTERPRISES INC.,RUS,Russia
INTERNATIONAL GLOBAL PROJECT S.A.,RUS,Russia
BRAMAC INTERNATIONAL LTD.,RUS,Russia
FLOBERG LTD.,RUS,Russia
MORNINGTON FINANCIAL LIMITED,RUS,Russia
INTERNATIONAL WORLD PROJECT S.A.,RUS,Russia
B&B GROUP LTD.,RUS,Russia
ARZAWA ASSETS CORP.,RUS,Russia
CELDON TRADING LIMITED,RUS,Russia
BEL C. INTERNATIONAL CORPORATION,RUS,Russia
POLYLINE LIMITED,RUS,Russia
PROFIT TRADING CORP.,RUS,Russia
SV HOLDING LIMITED,RUS,Russia
FINEX WORLDWIDE LTD.,RUS,Russia
MONTY GROUP CORPORATION,RUS,Russia
ANGULA TRADE INC.,RUS,Russia
VARTY PACIFIC INC.,RUS,Russia
BLOOMTECH Limited,RUS,Russia
CHADMOUNT LIMITED,RUS,Russia
GATEN LIMITED,RUS,Russia
ATIKA TRADING LTD.,RUS,Russia
BENHILL GROUP INC.,RUS,Russia
BRICKROSE S.A.,RUS,Russia
DAIN GROUP INC.,RUS,Russia
RENVILLE INTERNATIONAL LTD.,RUS,Russia
BUSINESS CENTER INC.,RUS,Russia
MONOLIT BUSINESS LTD.,RUS,Russia
K.B. PROPERTIES CORP.,RUS,Russia
BYLINGER GROUP LTD.,RUS,Russia
NORWOOD GROUP LIMITED,RUS,Russia
FIRST GLADE LIMITED,RUS,Russia
SKYLODGE LIMITED,RUS,Russia
BERTREX CORPORATION,RUS,Russia
EXTOKEM LTD.,RUS,Russia
TUSTAIN S.A.,RUS,Russia
BLENDETT CORPORATION,RUS,Russia
CHEYNE IMPEX LIMITED,RUS,Russia
ELROUND INC.,RUS,Russia
MARITIME EXPORT & IMPORT LTD.,RUS,Russia
ROGERSON GROUP LIMITED,RUS,Russia
MONOLIT INTERNATIONAL LTD.,RUS,Russia
AFROS FINANCIAL & CONSULTING COMPANY LTD.,RUS,Russia
BMG INVESTMENT INC.,RUS,Russia
CBOSS INC.,RUS,Russia
LEGRAND GROUP S.A.,RUS,Russia
VINSO MANAGEMENT LTD.,RUS,Russia
SPARTA TRADING COMPANY LIMITED,RUS,Russia
"INDEPENDENT RESOURCES PLUS, LTD.",RUS,Russia
MELORIA CORP.,RUS,Russia
RANTWAY INTERNATIONAL LIMITED,RUS,Russia
ORIOLE INVEST INC.,RUS,Russia
ESGAROTH LIMITED,RUS,Russia
SPECIAL TRANSPORTATION / STS / LTD.,RUS,Russia
DAKA CORPORATION,RUS,Russia
CHANCEL TRADING LTD.,RUS,Russia
MASTERBROOK LIMITED,RUS,Russia
GILMOR INTERTRADE INTERNATIONAL LTD.,RUS,Russia
SILVER CRESCENT INC.,RUS,Russia
GENLON LIMITED,RUS,Russia
ARMAND INTERNATIONAL LTD.,RUS,Russia
FERUM TRADING LTD.,RUS,Russia
KLAIRE INVESTMENTS SERVICES LTD.,RUS,Russia
WINTERTON TRADERS INC.,RUS,Russia
PROVAN CORPORATION,RUS,Russia
TAVIANO S.A.,RUS,Russia
INTERSEARCH CORPORATION,RUS,Russia
TOWRY S.A.,RUS,Russia
TRADEEURO CORP.,RUS,Russia
NORDIMPEX INC.,RUS,Russia
DELSYSTA SERVICE CORPORATION,RUS,Russia
Evrodec Ltd.,RUS,Russia
DIGGORY HOLDINGS LIMITED,RUS,Russia
SARGENT LIMITED,RUS,Russia
TRANZIT SYS TELECOM INC.,RUS,Russia
ABEL D'ACHE CORPORATION,RUS,Russia
TONERON LIMITED,RUS,Russia
BOCKER LIMITED,RUS,Russia
LATEKO INFORM CENTRE LTD.,RUS,Russia
SAVORY LTD.,RUS,Russia
"MATRIX OVERSEAS TRADING, INC.",RUS,Russia
INVESTMENT RESOURCES GROUP LIMITED,RUS,Russia
JN CAPITAL DEVELOPMENT LIMITED,RUS,Russia
NICKEL SILVER LTD.,RUS,Russia
HILL MANAGEMENT GROUP LTD.,RUS,Russia
FOXAR INC.,RUS,Russia
DOUGALSON CORPORATION,RUS,Russia
BENTECH TRADING INC.,RUS,Russia
AVENTURA SERVICE LIMITED,RUS,Russia
BOLKART INTERNATIONAL LTD.,RUS,Russia
GLENRICH SERVICES LTD.,RUS,Russia
HAYTOR IMPEX INC.,RUS,Russia
HILLMAN PACIFIC LIMITED,RUS,Russia
PLUMBRIDGE LIMITED,RUS,Russia
BERATON LIMITED,RUS,Russia
EXPRESS TRADE S.A.,RUS,Russia
FARM MEDICAL LTD.,RUS,Russia
R&G TRADING CORP.,RUS,Russia
NECTAR PACIFIC LIMITED,RUS,Russia
RUMEX INC.,RUS,Russia
HAIDEN INC.,RUS,Russia
STANHOPE CAPITAL LIMITED,RUS,Russia
MMMZ STEEL TRADING INC.,RUS,Russia
BMH GROUP LIMITED,RUS,Russia
SIMITAR ASSOCIATES LIMITED,RUS,Russia
KINSLEY IMPEX LIMITED,RUS,Russia
KILVINGTON CORPORATION,RUS,Russia
POLONGA INC.,RUS,Russia
INTERNATIONAL LAW & BUSINESS CONSULTING CO. LTD.,RUS,Russia
SCORERON CORPORATION,RUS,Russia
RIGWAY TRADING LIMITED,RUS,Russia
CITY CAPITAL GROUP INC.,RUS,Russia
AVANTA PRO INC.,RUS,Russia
CONTINENTAL BRIDGE CORP.,RUS,Russia
DANISCO CORPORATION,RUS,Russia
LOCAL TRADING LTD.,RUS,Russia
LAVENDER IMPEX INC.,RUS,Russia
LEDA HOLDINGS LIMITED,RUS,Russia
CORWILL CORPORATION,RUS,Russia
GRAND TRADE CORPORATION,RUS,Russia
ARKENSTONE LIMITED,RUS,Russia
SPETSELECTROCOMPLECT CORPORATION,RUS,Russia
MIRKWOOD S.A.,RUS,Russia
VIRGO GROUP S.A.,RUS,Russia
AREA LINKS LTD.,RUS,Russia
STARLEY COSMOS INVESTMENT LTD.,RUS,Russia
MELBOURNE SERVICES LIMITED,RUS,Russia
NAND FINANCIAL CONSULTING S.A.,RUS,Russia
JOTHAM PACIFIC LIMITED,RUS,Russia
RUBINE TRADE INC.,RUS,Russia
DEWAREX CORPORATION,RUS,Russia
CASTON TREASURY LTD.,RUS,Russia
ABL WEST CORPORATION,RUS,Russia
MARIGOLD MANAGEMENT INC.,RUS,Russia
ATLANTICO INVESTMENTS INC.,RUS,Russia
PROLOGOS CORPORATION,RUS,Russia
RUNE CORPORATION,RUS,Russia
VESTIS INTERNATIONAL LTD.,RUS,Russia
LOGOTECH INVESTMENTS LTD.,RUS,Russia
UNITED PACKAGING MATERIALS CORP.,RUS,Russia
LZN INTERNATIONAL LIMITED,KAZ,Kazakhstan
COLERAN LIMITED,RUS,Russia
CAMONICA INC.,RUS,Russia
BUSHER CORPORATION,RUS,Russia
RONHURST SECURITY CORP.,RUS,Russia
LEVEL BAY MANAGEMENT S.A.,RUS,Russia
INVESCO NEW MARKET LTD.,RUS,Russia
FENSTONE INVESTMENTS LIMITED,RUS,Russia
ADDISON PACIFIC INC.,RUS,Russia
GRINSLADE LIMITED,RUS,Russia
CALEDONIA TRADE LTD.,RUS,Russia
GOLDMINE PROPERTY HOLDINGS LTD.,RUS,Russia
VAN HAREN S.A.,RUS,Russia
NIKOLAR LIMITED,RUS,Russia
LYROX CORPORATION,RUS,Russia
SHORT EQUITY LIMITED,RUS,Russia
PROMTEX OIL CORPORATION,RUS,Russia
MOBILCOM INTERNATIONAL LTD.,RUS,Russia
COVENTRON LIMITED,RUS,Russia
NORMAN GROUP INC.,RUS,Russia
GRINDEX LTD.,RUS,Russia
MERCREDI GROUP LTD.,RUS,Russia
O'HUDSON'S CORP.,RUS,Russia
PRICHARD CORPORATION,RUS,Russia
DINGELON LIMITED,RUS,Russia
NAFTA CHEMICALS S.A.,RUS,Russia
REIDER LIMITED,RUS,Russia
PETRO OIL CORP.,RUS,Russia
MGK HOLDING LTD.,RUS,Russia
ABC TRADE COMPANY LIMITED,RUS,Russia
EUROFOOD LTD.,RUS,Russia
VARTY PACIFIC AIRLINES LTD.,RUS,Russia
MARINE DEVELOPMENTS INC.,RUS,Russia
MALANCO GROUP INC.,RUS,Russia
ELMERON TRADING LIMITED,RUS,Russia
ALBO CORPORATION,RUS,Russia
HESTON TRANSPORT LIMITED,RUS,Russia
BLAKISTON LIMITED,RUS,Russia
ATLANT CORP.,RUS,Russia
ELOX INT. LTD.,RUS,Russia
OVERY ASSETS LIMITED,RUS,Russia
HAYLOCK LIMITED,RUS,Russia
LOWICK LIMITED,RUS,Russia
BASS INVEST COMPANY CORP.,RUS,Russia
ZODIAC BUSINESS CORP.,RUS,Russia
SIBSON CORPORATION,RUS,Russia
LAMBDA UNIVERSAL LIMITED,RUS,Russia
GIRION LIMITED,RUS,Russia
SHOVENDALE LIMITED,RUS,Russia
LAIRD PACIFIC S.A.,RUS,Russia
VESTEY CORPORATION,RUS,Russia
GOLFITO S.A.,RUS,Russia
CROSSTRON LIMITED,RUS,Russia
FINPETROLEUM LTD.,RUS,Russia
FIRSTCOM TRADE CORP.,RUS,Russia
SPENSON INC.,RUS,Russia
JEROLD MANAGEMENT INC.,RUS,Russia
WIGRAM INC.,RUS,Russia
KATEWOOD LIMITED,RUS,Russia
CAIREL FINANCE CORP.,RUS,Russia
PETROCHEMICAL CORP.,RUS,Russia
SURFLEET HOLDINGS LIMITED,RUS,Russia
NATINVEST GROUP LTD.,RUS,Russia
HEIMCO LIMITED,RUS,Russia
NIKOL LTD.,RUS,Russia
PANCRUST CONSULTANTS LIMITED,RUS,Russia
ROSINCOM CORP.,RUS,Russia
RMB INC.,RUS,Russia
AVIATION HANDLING SYSTEMS LTD.,RUS,Russia
BENCROFT LIMITED,RUS,Russia
ELSOTRONIC CORPORATION,RUS,Russia
OSMOND PACIFIC S.A.,RUS,Russia
TACONITE LIMITED,RUS,Russia
MALSTER TRADING LIMITED,RUS,Russia
LUBIN CORPORATION,RUS,Russia
BASS INVEST INTERNATIONAL CORP.,RUS,Russia
LENTEX LTD.,RUS,Russia
WINERS UNITED LTD.,RUS,Russia
KALITA LIMITED,RUS,Russia
VAILCO INC.,RUS,Russia
JIMRO HOLDING INC.,RUS,Russia
TOBACCO INVESTMENTS LIMITED,RUS,Russia
AD MEDICINE LTD.,RUS,Russia
CORDELL PACIFIC LIMITED,RUS,Russia
DELTA CONSULT GROUP LTD.,RUS,Russia
DEMIEN MANAGEMENT INC.,RUS,Russia
BERYL GROUP LIMITED,RUS,Russia
ROLFEN LIMITED,RUS,Russia
BLESS TIME ENTERPRISES LIMITED,RUS,Russia
LM COMMUNICATION GROUP LTD,RUS,Russia
KENWARD SYSTEM CORPORATION,RUS,Russia
DAVENSIDE MANAGEMENT LIMITED,RUS,Russia
DAGOBERT S.A.,RUS,Russia
PETROEXPORT INC.,RUS,Russia
EXTON CHEMICALS LTD.,RUS,Russia
MAGNUR HOLDINGS S.A.,RUS,Russia
DARREL MANAGEMENT INC.,RUS,Russia
RODGE CORPORATION,RUS,Russia
POLARIS FINANCE INC.,RUS,Russia
MALLARD PACIFIC INC.,RUS,Russia
HEALL INC.,RUS,Russia
MELCHIOR GROUP LIMITED,RUS,Russia
ANCOVA LTD.,RUS,Russia
GARVIN IMPEX LIMITED,RUS,Russia
MORIN GROUP S.A.,RUS,Russia
LENTON CAPITAL MANAGEMENT LIMITED,RUS,Russia
SPRING PACIFIC LIMITED,RUS,Russia
IT LABS LIMITED,RUS,Russia
MARCORA LTD.,RUS,Russia
RATFORD CAPITAL MANAGEMENT LIMITED,RUS,Russia
SUNLODGE DEVELOPMENTS LTD.,RUS,Russia
MIDAS IMPORT-EXPORT LTD.,RUS,Russia
MIRTA INVESTMENT LTD.,RUS,Russia
ARBYTE CORP.,RUS,Russia
GUAST HOLDINGS CORP.,RUS,Russia
OBSIDIAN DEVELOPMENT INC.,RUS,Russia
LAURITA INVESTMENTS LIMITED,RUS,Russia
SVAROG LTD.,RUS,Russia
EUNICE PACIFIC LIMITED,RUS,Russia
DART SECURITIES CORP.,RUS,Russia
SENERGY FINANCE S.A.,RUS,Russia
HEDGEHOG HOLDING GROUP INC.,RUS,Russia
ABDIEL VENTURES LIMITED,RUS,Russia
A&D FINANCIAL GROUP S.A.,RUS,Russia
GRADY MANAGEMENT LIMITED,RUS,Russia
BELVEDER INDUSTRY LTD.,RUS,Russia
ENTEC INC.,RUS,Russia
NEALE PACIFIC LIMITED,RUS,Russia
TEHNIONION LTD.,RUS,Russia
PALMER EQUITIES LIMITED,RUS,Russia
ALFA GROUP TRADING LTD.,RUS,Russia
GN GROUP HOLDING INC.,RUS,Russia
WAYLETT PACIFIC INC.,RUS,Russia
MODA AVANTI INTERNATIONAL S.A.,RUS,Russia
INTERFOOD TECHNOLOGY (OVERSEAS) LIMITED,RUS,Russia
ECOHIMTECH LTD.,RUS,Russia
KINGHAM MANAGEMENT LIMITED,RUS,Russia
COMPEK SYSTEMS LTD.,RUS,Russia
CONAN ENTERPRISES INC.,RUS,Russia
KILBRIDE IMPEX LIMITED,RUS,Russia
KIPP GROUP LIMITED,RUS,Russia
FOSGATE HOLDINGS LIMITED,RUS,Russia
TILLMON PACIFIC LIMITED,RUS,Russia
NITA CORPORATION,RUS,Russia
NEW PACIFIC COMPANY MANAGEMENT LTD.,RUS,Russia
ACOM TRADE CORPORATION,RUS,Russia
UNICOM ASSETS GROUP LIMITED,RUS,Russia
WILTON SYSTEMS LIMITED,RUS,Russia
APPLE TREE CORP.,RUS,Russia
BOA INTERNATIONAL INC.,RUS,Russia
AVIATION CARGO & PASSENGER SERVICE LTD.,RUS,Russia
KENDRICK INVESTMENT GROUP S.A.,RUS,Russia
GWYN IMPEX LIMITED,RUS,Russia
LOCKYER INC.,RUS,Russia
LESTERON LIMITED,RUS,Russia
KITTO IMPEX LIMITED,RUS,Russia
LATCOTRADE LIMITED,RUS,Russia
VIOLET GROUP LIMITED,RUS,Russia
DAISYNDITRADE LIMITED,RUS,Russia
MAGSON HOLDINGS LIMITED,RUS,Russia
VESTER PACIFIC LIMITED,RUS,Russia
HELENGA COMPANY LTD.,RUS,Russia
WEST MAJOLICA COM INC.,RUS,Russia
SMOTRI LTD.,RUS,Russia
SARALINDA LIMITED,RUS,Russia
GR INVESTMENTS GROUP LTD.,RUS,Russia
ROCKWELL TECH LIMITED,AZE,Azerbaijan
HORSFORD TRADING CORPORATION,RUS,Russia
TRAYNOR IMPORT/EXPORT LIMITED,RUS,Russia
PRISCO LIMITED,RUS,Russia
CROWN HURST PACIFIC LIMITED,RUS,Russia
TYRONE MANAGEMENT INC.,RUS,Russia
SPEYER INC.,RUS,Russia
INTERMEDIA PROJECT LIMITED,RUS,Russia
CAPRILE CORP.,RUS,Russia
TIBBIT IMPEX LIMITED,RUS,Russia
WINTON ASSETS LIMITED,RUS,Russia
ALBAN TRADING INC.,RUS,Russia
CONLEE HOLDINGS S.A.,RUS,Russia
GREEN TICKET LTD.,RUS,Russia
PEONY ASSETS LIMITED,RUS,Russia
GEMMA MANAGEMENT LIMITED,RUS,Russia
ADMETE ENTERPRISES LTD.,RUS,Russia
BMG VENTURES LTD.,RUS,Russia
MAN ZHOULI TIELONG ECONOMIC AND TRADE CORPORATION,RUS,Russia
BEAUTY SERVICES LIMITED,RUS,Russia
CHESSINGTON INTERTRADE CORPORATION,RUS,Russia
ELWYN ASSETS S.A.,RUS,Russia
FEAREST MANAGEMENT LTD.,RUS,Russia
WATTERS CORPORATION,RUS,Russia
EVANDER IMPEX INC.,RUS,Russia
GIRVAN IMPEX LIMITED,RUS,Russia
AIICO BAHAMAS LTD.,RUS,Russia
LAVERTON MANAGEMENT LIMITED,RUS,Russia
ZOMMERFELD INC.,RUS,Russia
NEL GROUP INC.,RUS,Russia
LEROY PACIFIC LIMITED,RUS,Russia
TRAVIS SYSTEMS INC.,RUS,Russia
EASTERN PETROCHEMICAL LTD.,RUS,Russia
ATLANTIC FOODS LTD,RUS,Russia
DUTTON TRADING LIMITED,RUS,Russia
JOCKEY ENTERPRISES LTD.,RUS,Russia
PERKS ENTERPRISES LIMITED,RUS,Russia
HILLTER GROUP LIMITED,RUS,Russia
SEERIA ALLIANCE LTD.,RUS,Russia
NAFTA VOSTOC LTD.,RUS,Russia
MICROWAVE MEASUREMENT TECHNOLOGIES INC.,RUS,Russia
FULWOOD IMPEX CORPORATION,RUS,Russia
MORAN TRADING RESOURCES LIMITED,RUS,Russia
PACKINGHAM HOLDINGS LIMITED,RUS,Russia
NORMA VOLANS HOLDINGS CORP.,RUS,Russia
BILLITON INVEST LTD.,RUS,Russia
KEMBLE CAPITAL LIMITED,RUS,Russia
ELLARD TRADING LIMITED,RUS,Russia
LAVAL TRADE LTD.,RUS,Russia
DEWVILLE HOLDINGS LTD.,RUS,Russia
INGRAM CAPITAL HOLDINGS LIMITED,RUS,Russia
NORMAN COM. LTD.,RUS,Russia
RADOX INC.,RUS,Russia
PRIMEX DEVELOPMENT CORPORATION,RUS,Russia
